age,diet,height,pets,sex,status
30,anything,63,likes dogs and likes cats,f,available
28,anything,64,NA,m,single
25,mostly anything,68,likes dogs and likes cats,m,single
37,mostly anything,72,likes dogs and likes cats,m,available
31,NA,67,likes dogs and dislikes cats,m,single
30,NA,65,likes dogs and has cats,f,seeing someone
25,NA,69,likes dogs and likes cats,m,single
31,mostly vegetarian,69,NA,f,single
33,NA,66,has dogs,f,single
23,NA,69,NA,f,single
24,mostly anything,70,has cats,m,single
41,anything,67,has dogs,f,single
38,mostly anything,62,likes dogs and likes cats,f,single
41,NA,67,likes dogs and likes cats,f,single
24,NA,64,likes dogs and likes cats,f,single
23,mostly anything,68,likes dogs,m,single
25,NA,67,NA,f,single
40,mostly anything,68,likes dogs and likes cats,f,single
26,strictly anything,70,likes dogs and likes cats,f,seeing someone
56,NA,64,has dogs and has cats,f,single
42,NA,61,likes dogs and likes cats,f,single
25,mostly vegetarian,66,likes dogs and likes cats,f,single
28,NA,64,NA,f,single
30,mostly anything,68,has dogs,m,single
37,strictly vegetarian,70,NA,m,single
38,NA,74,has dogs,m,seeing someone
37,strictly anything,69,has cats,f,available
48,strictly anything,71,likes dogs and has cats,m,single
26,strictly anything,69,likes dogs,m,single
25,NA,70,likes dogs and likes cats,m,single
44,NA,68,likes dogs and likes cats,m,single
52,mostly anything,64,likes dogs and has cats,f,single
27,anything,63,likes dogs,f,single
29,mostly anything,70,likes dogs and likes cats,f,single
51,mostly vegetarian,63,likes dogs and has cats,f,single
27,NA,63,NA,f,single
21,mostly anything,67,likes dogs and likes cats,f,single
42,NA,63,likes dogs and likes cats,f,single
30,anything,70,NA,f,single
37,vegetarian,64,dislikes cats,f,single
44,mostly vegetarian,67,likes dogs and likes cats,f,single
34,NA,70,likes dogs,m,available
29,anything,64,likes dogs and dislikes cats,m,single
30,strictly vegetarian,68,has dogs and likes cats,f,single
26,strictly vegetarian,68,NA,f,single
18,mostly anything,63,likes dogs and likes cats,f,single
32,mostly anything,67,NA,f,single
51,mostly vegetarian,64,NA,f,single
24,anything,69,likes dogs and likes cats,f,single
28,NA,65,NA,f,single
39,NA,63,likes dogs and likes cats,f,single
62,anything,68,likes dogs and likes cats,f,single
36,mostly anything,61,NA,f,single
31,NA,65,NA,f,single
27,NA,67,NA,f,single
23,mostly anything,62,likes dogs and has cats,f,single
46,anything,68,likes dogs and has cats,m,single
24,NA,71,likes dogs and likes cats,m,single
32,strictly anything,72,NA,m,single
23,strictly anything,70,has dogs and likes cats,m,available
37,NA,66,likes dogs and likes cats,f,single
39,NA,65,likes dogs,f,single
42,NA,66,has dogs and likes cats,f,single
28,NA,66,NA,f,single
36,NA,69,has cats,f,single
32,strictly anything,63,has dogs and likes cats,f,single
33,mostly anything,63,NA,f,single
19,mostly anything,63,likes dogs and likes cats,f,single
29,mostly vegetarian,64,likes dogs and likes cats,f,single
27,mostly anything,66,NA,f,single
27,mostly anything,64,has dogs and dislikes cats,f,single
25,mostly vegetarian,62,likes dogs and has cats,f,single
65,mostly vegetarian,59,likes dogs and has cats,f,single
41,NA,62,likes dogs and has cats,f,single
35,anything,65,has dogs and has cats,f,single
24,mostly vegetarian,63,has dogs and likes cats,f,single
31,strictly vegetarian,63,has cats,f,seeing someone
21,mostly anything,66,likes dogs and likes cats,f,single
27,anything,65,likes dogs and likes cats,f,single
50,NA,65,likes dogs and likes cats,f,seeing someone
35,mostly anything,75,likes dogs and likes cats,m,single
21,strictly vegetarian,66,likes cats,f,single
21,anything,66,likes dogs,f,single
27,mostly other,70,NA,m,single
35,strictly anything,64,likes dogs and has cats,f,single
29,strictly anything,65,likes dogs and likes cats,m,single
23,NA,61,likes dogs and likes cats,f,single
56,mostly vegetarian,64,likes dogs and likes cats,f,single
29,strictly anything,65,likes dogs,f,single
31,NA,68,likes dogs and dislikes cats,f,single
24,NA,62,has dogs,f,single
48,mostly anything,66,likes dogs and has cats,f,single
30,NA,64,has dogs and has cats,f,available
27,anything,67,has dogs,m,single
47,NA,69,likes dogs and has cats,m,single
28,NA,73,likes dogs and has cats,f,seeing someone
45,NA,65,NA,f,single
57,mostly anything,66,NA,f,single
35,NA,65,NA,f,single
32,anything,63,likes dogs,f,single
39,strictly anything,72,NA,f,single
35,NA,65,likes dogs,f,seeing someone
31,NA,66,likes dogs and dislikes cats,f,single
24,anything,66,NA,f,single
22,mostly anything,74,likes dogs and likes cats,m,single
25,mostly anything,68,likes dogs,f,single
29,NA,67,NA,f,single
23,NA,66,likes dogs and has cats,f,single
27,anything,71,likes dogs and has cats,m,single
29,strictly anything,68,likes dogs and has cats,m,single
27,mostly anything,72,NA,m,single
25,NA,71,likes dogs and likes cats,m,single
44,NA,65,likes dogs and likes cats,f,single
33,other,64,likes dogs,f,single
34,strictly anything,65,likes dogs and likes cats,f,single
30,NA,63,NA,f,single
43,NA,61,likes dogs and has cats,f,single
42,NA,68,has dogs and likes cats,m,single
37,NA,62,NA,f,single
35,NA,63,has dogs,f,single
22,NA,63,has dogs and has cats,f,single
20,mostly anything,74,likes dogs and likes cats,m,single
22,anything,71,has cats,m,single
28,mostly vegetarian,74,likes dogs,m,single
27,NA,64,NA,f,seeing someone
38,anything,65,has dogs and dislikes cats,m,single
66,mostly anything,68,likes dogs and likes cats,m,single
25,strictly anything,68,NA,m,single
29,mostly anything,69,likes dogs and dislikes cats,f,single
33,anything,72,has dogs,m,single
36,NA,69,has cats,f,single
35,NA,67,NA,f,single
43,NA,72,dislikes dogs and likes cats,m,single
33,NA,65,likes dogs and likes cats,f,single
30,NA,72,NA,m,single
32,strictly anything,64,likes dogs and likes cats,f,single
32,NA,73,likes dogs and likes cats,m,single
22,NA,68,has dogs,f,single
33,NA,67,likes dogs and dislikes cats,m,single
28,strictly vegetarian,72,NA,m,single
66,strictly anything,64,has dogs and likes cats,f,single
54,NA,70,likes dogs and has cats,m,single
25,anything,66,likes dogs and likes cats,m,single
30,mostly vegetarian,71,dislikes dogs and has cats,f,available
31,NA,72,NA,m,available
31,anything,72,NA,m,single
26,anything,69,likes cats,m,single
23,mostly anything,66,likes dogs and likes cats,f,single
23,anything,72,likes dogs,m,single
18,mostly anything,69,likes dogs and has cats,m,single
49,NA,73,NA,m,single
31,NA,70,likes dogs,f,single
36,anything,69,NA,f,single
25,mostly anything,61,NA,f,single
29,mostly vegetarian,63,NA,f,single
21,mostly anything,69,likes dogs and likes cats,f,single
37,NA,65,NA,f,single
62,NA,70,likes dogs and likes cats,f,available
30,mostly anything,63,NA,f,single
21,mostly other,67,likes dogs and has cats,f,single
31,NA,65,likes dogs and likes cats,f,single
26,mostly anything,72,NA,m,single
33,mostly anything,64,likes dogs and dislikes cats,f,single
36,anything,68,NA,f,single
41,anything,66,has dogs and has cats,f,single
32,mostly anything,69,likes dogs and likes cats,m,single
45,NA,67,likes dogs,m,single
39,anything,78,likes dogs and likes cats,m,single
29,NA,71,has dogs,f,single
61,mostly anything,70,likes dogs and dislikes cats,f,single
66,anything,72,likes dogs and likes cats,m,single
34,NA,62,likes dogs,f,single
22,anything,68,likes dogs and likes cats,f,single
26,mostly anything,65,NA,f,single
42,mostly other,64,likes dogs,f,single
29,mostly anything,63,has dogs,f,single
34,NA,66,NA,f,single
38,NA,65,NA,f,available
24,mostly anything,66,likes dogs and likes cats,f,single
31,anything,64,NA,f,single
25,mostly anything,66,likes dogs and likes cats,f,single
28,NA,73,NA,m,single
40,NA,70,NA,m,single
34,anything,65,dislikes dogs,f,single
56,anything,72,has dogs and has cats,f,single
27,mostly anything,73,likes dogs and likes cats,m,single
50,NA,71,has dogs and has cats,m,single
36,NA,72,NA,m,single
25,anything,68,likes dogs,m,single
26,NA,72,NA,m,single
27,strictly anything,70,likes dogs and dislikes cats,m,single
26,mostly other,63,likes dogs and has cats,f,single
26,mostly anything,63,likes dogs and likes cats,f,single
38,mostly vegetarian,63,NA,f,single
32,mostly anything,66,NA,m,single
45,mostly vegetarian,64,has dogs and has cats,f,single
30,mostly anything,69,likes dogs and has cats,f,available
22,mostly anything,66,NA,f,single
29,mostly anything,68,has dogs,m,single
34,mostly anything,71,likes dogs and likes cats,m,single
45,NA,69,likes dogs and likes cats,m,single
21,NA,66,has cats,f,single
45,NA,69,NA,f,single
56,strictly other,64,has dogs and has cats,m,single
47,NA,72,NA,m,single
39,NA,70,NA,m,single
25,NA,71,likes dogs and likes cats,m,single
24,mostly anything,71,likes dogs and likes cats,m,single
27,anything,67,likes dogs and likes cats,m,single
30,mostly vegetarian,72,NA,m,available
26,NA,64,likes dogs and likes cats,f,single
24,mostly anything,65,NA,m,single
38,mostly anything,74,likes cats,m,single
32,NA,70,NA,m,single
22,mostly anything,67,has dogs and likes cats,m,single
26,NA,75,NA,m,single
26,mostly anything,70,likes dogs and likes cats,m,single
38,mostly anything,71,likes dogs and likes cats,m,single
23,mostly anything,71,NA,m,single
40,NA,80,likes dogs and likes cats,m,available
22,anything,74,NA,m,single
35,mostly vegetarian,65,NA,f,single
32,mostly anything,72,NA,m,single
25,strictly anything,60,likes dogs and dislikes cats,f,single
25,mostly anything,73,likes dogs and likes cats,m,single
30,NA,69,likes dogs and dislikes cats,m,single
49,mostly anything,72,likes dogs and likes cats,m,single
22,strictly anything,67,likes dogs and likes cats,m,single
20,anything,71,has dogs and has cats,m,single
58,mostly anything,69,has dogs,m,single
21,NA,70,likes dogs,m,single
26,mostly other,71,likes cats,m,single
30,NA,71,likes dogs,m,single
29,NA,66,likes dogs and has cats,m,single
23,mostly vegan,67,NA,m,single
28,mostly anything,71,likes dogs and likes cats,m,single
47,NA,71,likes dogs,m,single
24,NA,68,NA,m,single
26,mostly vegetarian,69,NA,m,single
60,strictly anything,67,has dogs and likes cats,m,married
37,anything,70,has dogs,m,single
23,NA,67,NA,f,single
40,mostly vegetarian,69,NA,m,available
43,NA,71,likes dogs and dislikes cats,m,single
42,mostly other,69,likes cats,m,single
42,strictly other,66,has dogs and likes cats,f,single
27,mostly anything,69,has dogs and likes cats,m,available
42,NA,71,likes dogs,m,single
40,NA,72,NA,m,single
47,mostly anything,68,has dogs,m,single
58,mostly anything,65,likes dogs and likes cats,f,single
40,NA,72,likes dogs and likes cats,m,single
35,NA,68,likes dogs,m,single
19,NA,70,likes dogs and dislikes cats,m,single
42,anything,70,NA,m,single
24,NA,75,likes dogs,m,single
27,mostly anything,75,likes dogs and likes cats,m,single
30,NA,66,likes dogs and has cats,m,single
29,NA,67,NA,m,single
28,NA,75,likes dogs and likes cats,m,single
33,anything,70,likes dogs and likes cats,m,single
48,strictly anything,71,likes dogs and likes cats,m,single
38,mostly anything,73,likes dogs and likes cats,m,single
29,mostly anything,61,has dogs and likes cats,f,available
45,mostly anything,74,likes dogs and likes cats,m,single
27,mostly anything,66,NA,m,single
39,mostly vegetarian,64,has dogs,f,single
48,anything,67,has cats,f,single
26,mostly anything,66,likes dogs and likes cats,m,single
31,NA,66,likes dogs,f,single
41,mostly anything,70,NA,m,single
29,strictly anything,69,NA,m,single
40,NA,67,has dogs,m,single
23,NA,62,likes dogs and likes cats,f,seeing someone
25,vegetarian,63,likes dogs and likes cats,m,single
21,strictly anything,69,likes dogs and dislikes cats,m,single
27,strictly anything,70,likes dogs and likes cats,m,single
35,NA,67,likes dogs and has cats,m,single
29,mostly anything,71,likes dogs,m,single
30,NA,67,NA,m,single
34,NA,79,NA,m,single
30,strictly anything,74,NA,m,single
35,NA,69,NA,m,single
62,NA,64,likes dogs and dislikes cats,f,single
23,NA,71,likes dogs and has cats,m,single
19,strictly anything,61,has dogs and has cats,f,single
23,NA,60,has cats,f,single
25,NA,65,NA,m,single
29,mostly anything,71,likes dogs,m,single
23,mostly anything,72,likes dogs and likes cats,m,single
33,NA,67,likes dogs and has cats,f,single
28,mostly anything,64,likes dogs and likes cats,f,married
26,mostly anything,70,NA,m,single
21,NA,73,has dogs and has cats,m,single
35,mostly anything,67,NA,m,single
36,strictly anything,61,has dogs and has cats,f,available
23,anything,67,NA,m,single
44,mostly anything,65,likes dogs and likes cats,f,single
35,NA,69,likes dogs,f,single
29,mostly anything,70,likes dogs and likes cats,m,single
35,anything,71,NA,m,seeing someone
23,strictly anything,65,likes dogs and likes cats,f,single
35,mostly anything,70,likes dogs and likes cats,m,single
40,anything,67,has dogs,f,single
46,mostly anything,73,likes dogs and likes cats,m,single
27,NA,63,NA,f,single
26,strictly vegetarian,62,NA,f,single
21,mostly anything,68,likes dogs and likes cats,m,single
23,NA,70,NA,m,single
30,anything,62,likes dogs,f,single
30,anything,69,NA,m,single
31,strictly anything,70,has dogs and likes cats,m,single
28,strictly anything,69,likes dogs and likes cats,m,single
39,NA,74,NA,m,available
27,NA,74,NA,m,single
27,NA,75,NA,m,single
31,NA,75,has cats,m,single
40,NA,67,likes dogs and likes cats,m,single
23,NA,74,NA,m,single
68,anything,70,likes dogs and likes cats,m,single
26,NA,69,likes dogs and has cats,m,single
41,NA,76,NA,m,single
27,mostly anything,68,likes dogs and likes cats,f,single
35,mostly anything,71,likes dogs and likes cats,m,available
58,mostly vegetarian,71,likes dogs,m,single
33,NA,68,has dogs and likes cats,m,available
35,NA,69,NA,m,single
25,vegetarian,70,NA,m,available
36,strictly anything,66,has dogs,f,single
28,NA,70,likes dogs and likes cats,m,single
38,NA,69,dislikes dogs and likes cats,m,single
32,NA,72,NA,m,single
32,mostly anything,68,NA,m,single
26,NA,73,has dogs,m,single
24,strictly anything,72,dislikes dogs,m,single
25,NA,73,has dogs and dislikes cats,m,single
34,anything,69,likes dogs,m,single
26,mostly anything,66,likes dogs,m,single
30,anything,70,NA,m,single
29,mostly anything,72,NA,m,single
19,NA,76,has dogs,m,single
31,NA,69,likes dogs and likes cats,m,available
42,mostly anything,68,NA,m,single
28,NA,69,likes dogs and likes cats,m,seeing someone
25,mostly anything,67,likes dogs and has cats,m,single
25,NA,70,likes dogs and likes cats,m,single
22,mostly anything,62,likes dogs and likes cats,f,seeing someone
31,NA,68,likes cats,m,single
30,anything,70,likes dogs and likes cats,m,single
49,mostly anything,71,NA,m,single
27,mostly anything,65,likes dogs,m,single
31,NA,73,NA,m,single
38,strictly vegetarian,73,likes dogs and likes cats,m,single
30,anything,70,NA,m,single
31,other,74,likes dogs and likes cats,m,single
24,mostly anything,72,likes dogs and likes cats,m,single
37,NA,66,likes dogs,f,single
27,NA,70,NA,m,single
31,anything,66,has dogs,m,single
34,NA,65,likes dogs,f,single
49,NA,72,NA,m,single
24,NA,72,NA,m,single
39,NA,69,NA,m,single
27,NA,73,likes dogs and has cats,m,available
27,NA,67,NA,f,single
26,mostly vegetarian,69,likes dogs and likes cats,f,seeing someone
27,mostly vegan,67,NA,m,single
35,mostly anything,67,NA,f,single
33,NA,62,NA,f,single
31,NA,69,NA,m,single
30,NA,66,NA,m,single
31,NA,73,has dogs and likes cats,m,single
37,mostly anything,72,likes dogs,m,single
27,NA,72,NA,m,single
38,anything,78,likes dogs and likes cats,m,single
40,NA,67,NA,m,single
28,anything,77,has dogs and likes cats,m,single
34,mostly anything,69,likes dogs,m,single
42,NA,67,NA,m,single
29,mostly anything,72,likes dogs and likes cats,m,single
37,mostly anything,72,likes dogs and likes cats,m,single
27,NA,71,NA,m,single
43,NA,72,NA,m,single
43,NA,73,NA,m,single
26,strictly anything,71,NA,m,single
43,NA,68,NA,m,single
35,mostly anything,70,has dogs and has cats,m,available
53,NA,65,likes dogs and has cats,f,single
46,NA,65,has dogs and likes cats,f,single
33,NA,65,NA,f,single
31,mostly vegan,61,has dogs and has cats,f,single
36,NA,72,NA,m,seeing someone
42,mostly anything,64,NA,m,single
33,NA,72,NA,m,single
29,NA,72,likes dogs and likes cats,m,seeing someone
33,mostly other,71,has cats,m,single
27,mostly vegetarian,74,likes dogs and likes cats,m,single
50,mostly anything,75,likes dogs and likes cats,m,married
30,NA,71,NA,m,single
42,NA,64,likes dogs and likes cats,m,single
34,NA,72,NA,m,single
23,mostly anything,65,NA,f,single
23,NA,67,has dogs and has cats,f,available
35,NA,62,likes dogs,f,single
34,NA,67,NA,m,single
50,NA,70,likes dogs,m,single
28,NA,60,NA,f,single
59,NA,68,has cats,f,single
49,mostly anything,64,likes dogs and has cats,f,single
20,NA,66,has dogs and likes cats,m,single
25,anything,71,has dogs and dislikes cats,m,single
25,strictly anything,72,likes dogs and likes cats,m,single
29,mostly anything,73,NA,m,single
23,strictly anything,67,likes dogs,m,single
24,NA,67,NA,m,single
48,strictly anything,73,likes dogs and likes cats,m,single
32,mostly anything,75,likes dogs and likes cats,m,seeing someone
